adm_dong_code,pname,pid
1132051300,섭생정식 창동본점,1490218728
1132051300,먹고을밥상,1143542140
1132051300,점순이하우스,1937433112
1132051300,명인갈비 창동점,1768257374
1132051300,송도갈비 창동점,1384100127
1132051300,할배골 창동직영점,1290248223
1132051300,화통소금구이,37942714
1132051300,인생극장쪽갈비 쌍문역점,38704633
1132051300,고기싸롱 도봉보건소사거리점,1379378365
1132051300,창동 늘,36528716
1132051300,아카리 쌍문본점,1846637472
1132051300,행복한양,1551276232
1132051300,창동두리네곱창,1216100451
1132051300,소통애 창동본점,1610473079
1132051300,창동 꿀돼지,1115244286
1132051300,미분당 창동점,1332494495
1132051300,긴자료코 창동점,1435663888
1132051300,롯데리아 창동역점,31965382
1132051300,창동153초밥,1125354874
1132051300,쉐프마인드,403988944
1132051300,도미노피자 쌍문점,11781803
1132051300,맥반석조개구이,1505630531
1132051300,파삼솥뚜껑삼겹살 본점,1910244718
1132051300,수유리우동집 창동점,1199091625
1132051300,갯마을해물요리,34268678
