adm_dong_code,pname,pid
1132051500,먹고을밥상,1143542140
1132051500,산도토리임자탕 창동본점,20771007
1132051500,섭생정식 창동본점,1490218728
1132051500,하누소 창동본점,19769534
1132051500,점순이하우스,1937433112
1132051500,코노하카레,1566263786
1132051500,명인갈비 창동점,1768257374
1132051500,송도갈비 창동점,1384100127
1132051500,창동짬뽕,35940441
1132051500,화통소금구이,37942714
1132051500,아카리 쌍문본점,1846637472
1132051500,거궁 창동점,1107969106
1132051500,인생극장쪽갈비 쌍문역점,38704633
1132051500,고기싸롱 도봉보건소사거리점,1379378365
1132051500,버거킹 창동역점,1703679703
1132051500,창동 늘,36528716
1132051500,완니,1992811389
1132051500,행복한양,1551276232
1132051500,민주네곱창,34857267
1132051500,명인소곱창,21176226
1132051500,북청식당 본점,17976421
1132051500,창동두리네곱창,1216100451
1132051500,찌마기 창동점,1438360148
1132051500,FORKING,1218052033
1132051500,창동 꿀돼지,1115244286
1132051500,미분당 창동점,1332494495
1132051500,긴자료코 창동점,1435663888
1132051500,리얼파스타 창동점,1046912319
1132051500,창동153초밥,1125354874
1132051500,쉐프마인드,403988944
1132051500,맥반석조개구이,1505630531
1132051500,도담솥밥 씨드큐브창동본점,1742531065
1132051500,북새통 창동본점,1977091728
