adm_dong_code,pname,pid
1132051200,섭생정식 창동본점,1490218728
1132051200,미스터빽실장 쌍문본점,1181051569
1132051200,먹고을밥상,1143542140
1132051200,하누소 창동본점,19769534
1132051200,코노하카레,1566263786
1132051200,명인갈비 창동점,1768257374
1132051200,할배골 창동직영점,1290248223
1132051200,송도갈비 창동점,1384100127
1132051200,창동짬뽕,35940441
1132051200,화통소금구이,37942714
1132051200,최고집칼국수신창점,13018568
1132051200,거궁 창동점,1107969106
1132051200,인생극장쪽갈비 쌍문역점,38704633
1132051200,오봉집 쌍문점,1736325734
1132051200,고기싸롱 도봉보건소사거리점,1379378365
1132051200,백번가코다리 본점,35744298
1132051200,창동 늘,36528716
1132051200,버거킹 창동역점,1703679703
1132051200,설담재 창동본점,11580100
1132051200,완니,1992811389
1132051200,숯불구이샤브전문점 기와,1731080521
1132051200,아카리 쌍문본점,1846637472
1132051200,행복한양,1551276232
1132051200,홍콩반점0410 창동역점,1154981776
1132051200,쌈촌 창동점,21547488
1132051200,제일곱창,17972075
1132051200,북청식당 본점,17976421
1132051200,찌마기 창동점,1438360148
1132051200,FORKING,1218052033
1132051200,창동 꿀돼지,1115244286
1132051200,리틀방콕 쌍문점,1949696815
1132051200,미분당 창동점,1332494495
1132051200,리얼파스타 창동점,1046912319
1132051200,한스친친 창동점,1400319684
1132051200,롯데리아 창동역점,31965382
1132051200,쉐프마인드,403988944
1132051200,KFC 창동역,1749938031
1132051200,도미노피자 쌍문점,11781803
1132051200,창동포크,33410374
1132051200,도담솥밥 씨드큐브창동본점,1742531065
1132051200,북새통 창동본점,1977091728
