adm_dong_code,pname,pid
1171064200,지인고기 문정본점,717502633
1171064200,골목떡볶이,18872410
1171064200,몽중헌 문정점,1035491612
1171064200,우사기소바,1174558279
1171064200,라스트춘선 문정점,1966382507
1171064200,우설화 송파문정역점,1989099187
1171064200,스시엔,284738763
1171064200,귀한족발 문정점,1099938868
1171064200,아빠찜 문정역점,1969747593
1171064200,족발있수다,20724134
1171064200,갓잇 송파아이파크점,1084782604
1171064200,차이킹 문정점,1620321120
1171064200,온달토종순대국,35877779
1171064200,주점금붕어,1306609669
1171064200,오복식당 진주향토음식점,1106897513
1171064200,금바위감자탕 가락본점,1634946590
