adm_dong_code,pname,pid
1154570000,산촌신쭈꾸미 금천구청점,1219575243
1154570000,돼지짚단삼겹살 금천구본점,1523659471
1154570000,박달 박가네숯불껍데기 금천점,1605290053
1154570000,솔향기해물칼국수,36215389
1154570000,원조옹심이메밀칼국수 금천점,1888558624
1154570000,총각네부추곱창 시흥점,32294613
1154570000,지호한방삼계탕 금천구청점,1621664962
1154570000,엉터리생고기 금천시흥점,38237732
1154570000,해상공원횟집,18540566
1154570000,규미당,1323930964
1154570000,상신상회,1343310085
1154570000,만월,1559739859
1154570000,노브랜드버거 시흥사거리점,1068018098
1154570000,혜화동돈까스,99372837
1154570000,돈장군주먹고기,36375705
