adm_dong_code,pname,pid
1141056500,옐로우보울,37288977
1141056500,건강한닭한마리,1250127643
1141056500,종로곱창 아현점,1058979164
1141056500,타이스트리트푸드,1797484777
1141056500,참맛집,1807251034
1141056500,충정원,1654834925
1141056500,신 스시앤사시미,1806365462
1141056500,차이로드,1772541540
1141056500,BHC치킨 서대문역점,36680626
1141056500,라밥 아현점,1096180084
1141056500,호산나의정부부대찌개,20956056
1141056500,미미대구왕뽈찜 서대문점,1667944711
1141056500,육감,1612619176
1141056500,서대뭉티기,1131497526
1141056500,샐러디 충정로역점,1832840605
1141056500,바른고기 서대문점,1636189590
1141056500,맨인문,36438557
1141056500,남길,1238329064
1141056500,파파존스 이대아현점,37420475
1141056500,살빼고 아현 본점,1306475708
1141056500,종로보쌈,18201532
1141056500,경아식당 아현역점,1225137626
1141056500,서대문외할머니라면,1184001856
1141056500,피자쵸이 서대문점,20859695
1141056500,가화반점,1260872794
1141056500,이화수전통육개장 서울충정로점,37823322
