adm_dong_code,pname,pid
1132051100,섭생정식 창동본점,1490218728
1132051100,하누소 창동본점,19769534
1132051100,점순이하우스,1937433112
1132051100,코노하카레,1566263786
1132051100,명인갈비 창동점,1768257374
1132051100,할배골 창동직영점,1290248223
1132051100,창동짬뽕,35940441
1132051100,최고집칼국수신창점,13018568
1132051100,고기싸롱 도봉보건소사거리점,1379378365
1132051100,백번가코다리 본점,35744298
1132051100,버거킹 창동역점,1703679703
1132051100,창동 늘,36528716
1132051100,완니,1992811389
1132051100,숯불구이샤브전문점 기와,1731080521
1132051100,아카리 쌍문본점,1846637472
1132051100,홍콩반점0410 창동역점,1154981776
1132051100,쌈촌 창동점,21547488
1132051100,감탄계 숯불치킨 창동씨드큐브점,1066500146
1132051100,민주네곱창,34857267
1132051100,명인소곱창,21176226
1132051100,창동두리네곱창,1216100451
1132051100,북청식당 본점,17976421
1132051100,찌마기 창동점,1438360148
1132051100,창동 꿀돼지,1115244286
1132051100,소통애 창동본점,1610473079
1132051100,리틀방콕 쌍문점,1949696815
1132051100,미분당 창동점,1332494495
1132051100,긴자료코 창동점,1435663888
1132051100,롯데리아 창동역점,31965382
1132051100,리얼파스타 창동점,1046912319
1132051100,한스친친 창동점,1400319684
1132051100,창동153초밥,1125354874
1132051100,쉐프마인드,403988944
1132051100,도미노피자 쌍문점,11781803
1132051100,KFC 창동역,1749938031
1132051100,맥반석조개구이,1505630531
1132051100,도담솥밥 씨드큐브창동본점,1742531065
1132051100,호운소곱창,1523306300
1132051100,파삼솥뚜껑삼겹살 본점,1910244718
1132051100,북새통 창동본점,1977091728
1132051100,수유리우동집 창동점,1199091625
