adm_dong_code,pname,pid
1171068000,요리하는남자,35051350
1171068000,진작 롯데백화점 잠실점,1113148779
1171068000,Jbout,1890094432
1171068000,남경막국수 가족1,20708311
1171068000,도몽 잠실새내 본점,1833255935
1171068000,도마카세 잠실새내점,1259994559
1171068000,고깃리88번지 잠실새내점,1988292917
1171068000,야끼니꾸소량 잠실새내점,1408139496
1171068000,도꼭지 KT송파타워점,1516910163
1171068000,시그니엘 서울 STAY,754615951
1171068000,진가와 롯데월드몰점,1045955111
1171068000,js가든 시그니처 잠실 에비뉴엘점,1732629349
1171068000,오레노라멘 잠실롯데월드몰점,1074304746
1171068000,세상의모든아침 롯데월드몰점,1739251695
