adm_dong_code,pname,pid
1171063200,푼양이 부대찌개&김치찌개 가락본점,124002163
1171063200,아비꼬 가락시장역점,1164891429
1171063200,놀부수산,31264427
1171063200,라운지목화 가락본점,1310105129
1171063200,강남진해장 가락직영점,1051127498
1171063200,백제추어탕 송파점,1720993397
1171063200,도야족발 가락점,1350585528
1171063200,농장사람들,1531485558
1171063200,송파아구찜,38275743
1171063200,홀리차우 익스프레스,1466486828
1171063200,목구멍 가락점,1397107344
1171063200,가락시장 온달수산,38275999
1171063200,옥된장 가락점,1227078424
1171063200,최강족발&보쌈,109092715
1171063200,두꺼비닷컴,38521542
