adm_dong_code,pname,pid
1171056600,육화식당,1126238702
1171056600,옛촌매운갈비찜,18879908
1171056600,장생관 잠실방이점,1102062019
1171056600,모미지 잠실방이점,1554718429
1171056600,돈사돈 방이점,35452461
1171056600,숙성회136 방이직영점,1888970619
1171056600,할머니포장마차멸치국수,20623734
1171056600,방이샤브샤브칼국수 본점,13156542
1171056600,돼지명가 방이동점,1195165519
1171056600,한티옥,1748453838
1171056600,뽕사부,1935521605
1171056600,청화초밥,35373058
1171056600,방이돈가,1839678120
1171056600,아라리 한정식,13551790
1171056600,서두산딤섬 2호점,1636164848
1171056600,칼누들바 방이본점,1884712526
1171056600,붐비는 구역,1640641485
1171056600,경복궁 방이점,20095541
1171056600,표현식당 방이점,1726536739
1171056600,깃뽀 방이점,1228268834
1171056600,제일곱창 방이직영점,1045459528
1171056600,바 다빈치,1458196213
1171056600,형제애,1573694859
1171056600,기꾸참치,34191267
1171056600,방이동쭈꾸미,13153524
1171056600,삿뽀로 방이점,36665638
1171056600,조조모모,1120365671
1171056600,동대문닭한마리,21280771
1171056600,제일제면소 올림픽공원점,35316831
1171056600,요즈음 잠실방이점,1971624893
1171056600,이자카야 우규 방이동점,1166775201
1171056600,화반 방이점,1799615738
