adm_dong_code,pname,pid
1141064000,미담한상,1070245072
1141064000,주땅,1153571149
1141064000,식껍 홍제역점,1839639019
1141064000,버거킹 홍제역점,226830692
1141064000,족삼리,1854134055
1141064000,왕봉24시해장국,1517154996
1141064000,우리냉면 홍제점,18743426
1141064000,인왕골,1651783717
1141064000,60계 치킨 서울홍제홍은점,1031441160
1141064000,당가원 홍제점,1555623640
1141064000,봉평메밀촌 홍제점,36294815
1141064000,귀한족발 홍제점,1360738746
1141064000,강촌숯불닭갈비 홍제점,1152618593
1141064000,강고집,1256541174
1141064000,미타우동,1669443414
1141064000,진따거양꼬치,1823896262
1141064000,원조국수,20601364
