adm_dong_code,pname,pid
1171067000,Jbout,1890094432
1171067000,남경막국수 가족1,20708311
1171067000,도몽 잠실새내 본점,1833255935
1171067000,고쿠텐 잠실새내점,1519709604
1171067000,해목 롯데월드몰점,1986455004
1171067000,고깃리88번지 잠실새내점,1988292917
1171067000,야끼니꾸소량 잠실새내점,1408139496
1171067000,도꼭지 KT송파타워점,1516910163
1171067000,신천포차,20652678
1171067000,js가든 시그니처 잠실 에비뉴엘점,1732629349
1171067000,오레노라멘 잠실롯데월드몰점,1074304746
1171067000,세상의모든아침 롯데월드몰점,1739251695
1171067000,압구정화로구이 잠실본점,1035299796
1171067000,딤딤섬 롯데월드몰점,1560376466
