adm_dong_code,pname,pid
1123074000,고흥소곱창&부추생삼겹,31514936
1123074000,롯데리아 외대역점,36849263
1123074000,두끼 한국외대점,1906077552
1123074000,밀플랜비 한국외대점,1612695122
1123074000,꼬기92 외대본점,1797173915
1123074000,주수사,38276230
1123074000,서울치즈피자 외대점,20839012
1123074000,이술집,1824362088
1123074000,본죽&비빔밥cafe 외대점,1054348527
1123074000,몬스터플레이스,1342417361
1123074000,자가제빵선명희피자 외대점,1074846099
1123074000,한솥도시락 외대점,13376647
1123074000,광주회관,38274938
1123074000,밥한술,1098031797
1123074000,지지고 외대후문점,1944531064
1123074000,오뚜기부대찌개,38522262
