adm_dong_code,pname,pid
1162056500,더 다이닝 로아,1478525294
1162056500,십원집 봉천점,18699371
1162056500,옥고집,1817635140
1162056500,동경산책 서울대입구점,1588568877
1162056500,쥬벤쿠바 서울대입구점,1136183514
1162056500,스테이크하우스 로아,36084392
1162056500,모힝 비스트로,31375404
1162056500,고기굽는사람들,94550787
1162056500,모힝 낙성대역점,1998410892
1162056500,샤브올데이 서울봉천점,1309292700
1162056500,기절초풍왕순대,18709584
1162056500,황칠나라 풍년옥,11850691
1162056500,진미소곱창,18709932
1162056500,텐동요츠야,38460514
1162056500,연탄부락 낙성대점,20408809
1162056500,정담은보쌈 신림점,31730620
1162056500,만석곱창구이,37725797
1162056500,숙이네조개전골 서울대입구점,37841962
1162056500,충청삼겹 서울대입구역본점,1163248530
1162056500,오늘그대와 샤로수길점,1897857290
1162056500,외래향 서울대점,37770452
1162056500,논밭골 봉천점,21597866
1162056500,안다미로,1930066846
1162056500,멘쇼우라멘,1075414895
1162056500,꼬르동,1487159516
1162056500,제주상회,1660727152
1162056500,정숙성 샤로수길 본점,1959742624
1162056500,낙성기사식당,18697132
1162056500,차이나당,36123966
1162056500,충칭마라훠궈&마라탕 2호점,1025641913
1162056500,화상손만두,1845789479
1162056500,남도포장마차,13569432
1162056500,옷살 서울대입구본점,19878517
