adm_dong_code,pname,pid
1171060000,임금돼지 잠실,1777416152
1171060000,광양불고기,11834422
1171060000,추엌,1424825658
1171060000,하연옥 잠실점,1789975360
1171060000,더팬런던테이블,31669567
1171060000,호석촌,1582944365
1171060000,봉평발아메밀막국수,36651958
1171060000,숙성촌 잠실점,1919489892
1171060000,오로라경양식,38556371
1171060000,냉삼집,1969625572
1171060000,문정갈빗집 석촌호수점,1090952703
1171060000,잠실 모소리,1468024409
1171060000,디베르티티,1192312670
1171060000,패대기 서울석촌점,1597922579
1171060000,37.5 시그니처 송파헬리오시티점,1634595129
1171060000,돈족골,11832097
1171060000,BHC치킨 석촌점,13178434
1171060000,피제리아다븟,1061594867
