adm_dong_code,pname,pid
1174051500,백채김치찌개 강일점,1717789041
1174051500,싸다김밥 강일점,1891983883
1174051500,BHC치킨 강일뉴타운점,1050257454
1174051500,추억의보리밥,1372977304
1174051500,리꼬 화덕피자 하남미사 본점,410878135
1174051500,편백상회 하남미사점,1340048671
1174051500,회식의달인 미사강변점,1070507758
1174051500,리파인 하남미사점,1163405561
1174051500,한강 미호관광휴양지 뷰66,1045452794
1174051500,촌놈집 미사강변점,1257268837
1174051500,소당깨,1504823470
1174051500,본가제주밥상,10967006
1174051500,쭈불리 상일점,1061175485
1174051500,시엔,1227008180
1174051500,맛찬들왕소금구이 하남미사점,1292936852
1174051500,고향옥얼큰순대국 미사역점,1803449844
