adm_dong_code,pname,pid
1132052200,산속포차,1031928975
1132052200,옹기꽃게장,31842144
1132052200,더곱창37번가,1608509980
1132052200,무수옥 도봉본점,19877511
1132052200,한가향,1165519999
1132052200,삼오집,1368540402
1132052200,도봉산양고기,38275183
1132052200,삼돌멸치쌈밥,1200365138
1132052200,맥도날드 방학역DT,36259326
1132052200,묵은지사랑,34178143
1132052200,불타는닭발,17997613
1132052200,화로구이 편,1081217591
1132052200,소도둑 도봉점,1901284530
1132052200,완도황칠보쌈전복찜,1648436308
1132052200,옛골토성 도봉산점,38463227
1132052200,홍방원,10988214
1132052200,도봉산해물짬뽕,1580171744
1132052200,청년고기장수 도봉점,1146028861
1132052200,미성양꼬치&양갈비,37444463
1132052200,금별맥주 도봉점,1453189473
1132052200,황제해물짬뽕,31296272
1132052200,명가 뒷고기 본점,1031653532
1132052200,한창희천하일면 방학역점,1043462141
1132052200,달빛아래,38256991
1132052200,목포항회센터,83309482
1132052200,엄마손가마솥순두부,33920349
1132052200,중화명가,1452764238
1132052200,도봉산도토리마을,17995831
1132052200,서신옥,1833033932
1132052200,콩사랑두부,1951042475
1132052200,카츠다담,1378806882
1132052200,김밥나라 도봉점,17982448
1132052200,자매집,1275676965
1132052200,꼬꼬옛날통닭 도봉점,1521098674
1132052200,로타리삼겹,1969652189
1132052200,상구통닭,1631508583
1132052200,행주산성 어탕국수 도봉산점,1084984228
1132052200,한솥도시락 도봉구청점,13376645
1132052200,전라도옛맛손팥칼국수,1030647465
1132052200,도봉산갈비,33706790
1132052200,소달구지,49919854
1132052200,메이콴,37812082
1132052200,정드림흑염소 서울도봉점,1812756230
1132052200,민들레김밥,20935102
1132052200,곳간,1229642844
1132052200,차이나타운,948889197
1132052200,깡통소갈비살 도봉역본점,38014926
1132052200,제주식당,1008841944
