adm_dong_code,pname,pid
1154569000,종로곱창,1648408639
1154569000,산촌신쭈꾸미 금천구청점,1219575243
1154569000,돼지짚단삼겹살 금천구본점,1523659471
1154569000,박달 박가네숯불껍데기 금천점,1605290053
1154569000,옛고향뼈다귀감자탕 시흥점,616799982
1154569000,총각네부추곱창 시흥점,32294613
1154569000,지호한방삼계탕 금천구청점,1621664962
1154569000,엉터리생고기 금천시흥점,38237732
1154569000,무교동낙지샤브칼국수,1393501447
1154569000,광부맥주 시흥사거리점 제31광구,1392702308
1154569000,상신상회,1343310085
1154569000,만월,1559739859
1154569000,노브랜드버거 시흥사거리점,1068018098
1154569000,혜화동돈까스,99372837
1154569000,돈장군주먹고기,36375705
