adm_dong_code,pname,pid
1123070500,취홍,18083399
1123070500,윤가네,18863312
1123070500,섬마을횟집,38642093
1123070500,우육팔칠,1735901653
1123070500,명가양꼬치,20271545
1123070500,여울 다이닝,1936664393
1123070500,지코바치킨 청량리점,1168716848
1123070500,고기호랑이,1505242058
1123070500,바다수산,1062006408
1123070500,오복치킨 본점,1481768434
1123070500,수유리우동집 청량리점,1163696721
1123070500,봉평메밀촌,20881512
1123070500,송학삼계탕,37193504
1123070500,매콤달콤,20846727
1123070500,압구정포장마차,20923547
1123070500,명품참숯화로구이,1522246873
1123070500,바불리옛날왕만두 청량리역점,1623058868
1123070500,명동찌개마을 청량리점,1172636621
