adm_dong_code,pname,pid
1171055000,청진동해장국 감자탕 마천점,38724484
1171055000,언짠네,320418372
1171055000,왕십리 곱창,1807047347
1171055000,원조시장횟집,1562249042
1171055000,소육옥 마천역점,20636401
1171055000,거마골,1945651271
1171055000,참숯골,33831686
1171055000,차박사얼큰이 송파위례점,1922561711
1171055000,해오름,1450150393
1171055000,우주선 포차,1443279234
1171055000,풍성식당,18890200
1171055000,섬진강민물장어,13156600
1171055000,홍화양고기,390248825
1171055000,뽀빠이냉면,18550540
1171055000,김밥천국 마천역점,20860476
1171055000,탕라쿵부마라탕,1373768820
1171055000,최가네막국수순대국,1148429102
1171055000,오꾸꼬 마천점,37775073
1171055000,소문난순대국,1221105789
1171055000,코리안바베큐 마천점,32109847
1171055000,피자마루 마천점,33409554
1171055000,옛날마차,433419268
1171055000,치킨하나,1491715839
1171055000,대구왕뽈때기 마천본점,18551282
1171055000,피노키오 생생돈까스,11886409
1171055000,냠냠김밥,1429531239
1171055000,마천골,1773574368
1171055000,땅스부대찌개 마천점,1219688338
1171055000,장수왕족발,18891725
1171055000,용문각,13157148
1171055000,차박사얼큰이 송파위례점,1922561711
1171055000,수울수울,1004146144
1171055000,우주선 포차,1443279234
