adm_dong_code,pname,pid
1126057500,긴카,1321801267
1126057500,여봉닭발 중랑본점,968923067
1126057500,찜집,18190983
1126057500,다시 이자카야 면목점,1195083350
1126057500,사가정 최삼겹 사가정본점,1129033595
1126057500,미나리산장 사가정역점,1627755931
1126057500,만두만 사가정본점,1150551235
1126057500,동적깡통구이 사가정점,1133148867
1126057500,모모룸 본점,1087772655
1126057500,샤브온 사가정본점,1210162735
1126057500,부자돼소,1334548512
1126057500,명륜진사갈비 면목점,1957135755
1126057500,자가제빵선명희피자 면목본점,20667954
1126057500,대가 순대국,18190629
1126057500,대광어횟집,1721313446
1126057500,오션 상봉점,1165499730
1126057500,이어도참치,18183669
1126057500,소문난순대국,1797249413
1126057500,봄술 사가정본점,1011028150
1126057500,쭈꾸미도사 사가정역점,1533246407
1126057500,오늘술한잔,1064859368
