adm_dong_code,pname,pid
1147051000,달오리주물럭,1155073556
1147051000,일미락 목동본점,34043878
1147051000,락희안 목동직영점,1538683609
1147051000,고래아방,1315620767
1147051000,양천옥설렁탕,1740688285
1147051000,나주관,32058451
1147051000,이비티 현대백화점 목동점,37309031
1147051000,강릉스낵,1800240724
1147051000,우장창창 목동본점,1629968576
1147051000,송추가마골 인어반 목동점,36208951
1147051000,목동우대갈비,1893188657
1147051000,이키이키,1308298219
1147051000,해봉정육 목동점,1561844850
1147051000,쭈꾸미도사 오목교점,1842707126
1147051000,모토이시 목동오목교점,1316341686
1147051000,뭉텅 오목교점,1443659005
1147051000,스시다마,33617857
1147051000,도원스타일 목동점,36702143
1147051000,그린매니저 목동점,1777365770
1147051000,동래정 목동점,1121212034
