place_id,adm_dong_code,name,category,address,opening_hours,services,naver_rating,visitor_review_count,blog_review_count,badges,crawled_at
11720384,1123054500,할머니냉면,냉면,서울 동대문구 왕산로37길 53,"월 10:00 - 21:00, 20:30 라스트오더 화 10:00 - 21:00, 20:30 라스트오더 수 10:00 - 21:00, 20:30 라스트오더 목 10:00 - 21:00, 20:30 라스트오더 금 10:00 - 21:00, 20:30 라스트오더 토 10:00 - 21:00, 20:30 라스트오더 일 10:00 - 21:00, 20:30 라스트오더",포장,4.31,5360,1690,행정안전부 선정착한가격업소,2025-04-10 22:12:06
13575296,1123054500,안동집 손칼국시,"칼국수,만두",서울 동대문구 고산자로36길 3 신관 지하1층,"월 10:00 - 18:00, 17:00 라스트오더 화 10:00 - 18:00, 17:00 라스트오더 수 10:00 - 18:00, 17:00 라스트오더 목 10:00 - 18:00, 17:00 라스트오더 금 10:00 - 18:00, 17:00 라스트오더 토 10:00 - 17:00, 16:00 라스트오더",N/A,4.32,1854,1210,맛있는 음식과 구수한 수육의 조화,2025-04-10 22:12:05
37076801,1123054500,감초식당,돼지고기구이,서울 동대문구 약령서길 28,"월 11:00 - 22:00, 15:00 - 16:00 브레이크타임, 21:00 라스트오더 화 11:00 - 22:00, 15:00 - 16:00 브레이크타임, 21:00 라스트오더 수 11:00 - 22:00, 15:00 - 16:00 브레이크타임, 21:00 라스트오더 목 11:00 - 22:00, 15:00 - 16:00 브레이크타임, 21:00 라스트오더 금 11:00 - 22:00, 15:00 - 16:00 브레이크타임, 21:00 라스트오더 토 11:00 - 22:00, 15:00 - 16:00 브레이크타임, 21:00 라스트오더","예약, 단체 이용 가능, 포장, 무선 인터넷",4.28,1246,560,맛있는 반찬과 불맛 나는 고기의 조화,2025-04-10 22:12:09
38008352,1123054500,경동연탄돼지갈비,돼지고기구이,서울 동대문구 약령서1길 34,,"예약, 단체 이용 가능, 배달",4.24,911,1215,농림축산식품부 제공안심식당,2025-04-10 22:12:43
1056230257,1123054500,경동시장 평양냉면,냉면,서울 동대문구 왕산로29길 4 2층 평양냉면,"월 11:00 - 20:30, 15:00 - 17:00 브레이크타임, 19:30 라스트오더 화 11:00 - 20:30, 15:00 - 17:00 브레이크타임, 19:30 라스트오더 수 11:00 - 20:30, 15:00 - 17:00 브레이크타임, 19:30 라스트오더 목 11:00 - 20:30, 15:00 - 17:00 브레이크타임, 19:30 라스트오더 금 11:00 - 20:30, 15:00 - 17:00 브레이크타임, 19:30 라스트오더 토 11:00 - 20:30, 15:00 - 17:00 브레이크타임, 19:30 라스트오더 일 정기휴무 (매주 일요일)","포장, 예약, 무선 인터넷",N/A,592,286,맛있는 만두와 깔끔한 음식의 조화,2025-04-10 22:12:46
37547083,1123054500,남원통닭,"치킨,닭강정",서울 동대문구 홍릉로1길 47 1층 7호,"월 11:00 - 21:00, 14:00 - 14:30 브레이크타임 화 정기휴무 (매주 화요일) 수 11:00 - 21:00, 14:00 - 14:30 브레이크타임 목 11:00 - 21:00, 14:00 - 14:30 브레이크타임 금 11:00 - 21:00, 14:00 - 14:30 브레이크타임 토 10:30 - 21:00, 14:00 - 14:30 브레이크타임 일 10:30 - 21:00, 14:00 - 14:30 브레이크타임","반려동물 동반, 포장, 예약, 간편결제",N/A,1362,804,맛있는 치킨 튀김과 풍성한 양의 가성비,2025-04-10 22:12:07
1545456709,1123054500,꽃게장집 간장게장 무한리필 청량리본점,게요리,서울 동대문구 약령시로 104-1 2층,"월 10:30 - 21:00, 15:00 - 16:00 브레이크타임, 19:30 라스트오더 화 10:30 - 21:00, 15:00 - 16:00 브레이크타임, 19:30 라스트오더 수 정기휴무 (매주 수요일) 목 10:30 - 21:00, 15:00 - 16:00 브레이크타임, 19:30 라스트오더 금 10:30 - 21:00, 15:00 - 16:00 브레이크타임, 19:30 라스트오더 토 10:30 - 21:00, 15:00 - 16:00 브레이크타임, 19:30 라스트오더 일 10:30 - 21:00, 15:00 - 16:00 브레이크타임, 19:30 라스트오더","단체 이용 가능, 포장, 배달, 방문접수/출장, 무선 인터넷, 대기공간, 유아의자, 예약",N/A,1123,410,맛있는 간장게장과 풍성한 밑반찬의 조화,2025-04-10 22:13:11
1095063912,1123054500,연한담,한식,서울 동대문구 안암로24길 14 1층 연한담,"월 11:00 - 21:00, 20:00 라스트오더 화 11:00 - 21:00, 20:00 라스트오더 수 11:00 - 21:00, 20:00 라스트오더 목 11:00 - 21:00, 20:00 라스트오더 금 11:00 - 21:00, 20:00 라스트오더 토 정기휴무 (매주 토요일) 일 11:00 - 21:00, 20:00 라스트오더","포장, 무선 인터넷",N/A,209,93,맛있는 음식과 다양한 후식의 향연,2025-04-10 22:13:20
1107482328,1123054500,홍두깨칼국수,"칼국수,만두",서울 동대문구 왕산로 165,매일 08:30 - 18:00,"단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분",N/A,1727,84,맛있는 음식을 저렴하게 즐기는 비결,2025-04-10 22:13:23
11820430,1123054500,오소리순대본점,"순대,순댓국",서울 동대문구 회기로4길 16,"월 11:00 - 21:00, 16:00 - 17:00 브레이크타임, 20:30 라스트오더 화 11:00 - 21:00, 16:00 - 17:00 브레이크타임, 20:30 라스트오더 수 11:00 - 21:00, 16:00 - 17:00 브레이크타임, 20:30 라스트오더 목 11:00 - 21:00, 16:00 - 17:00 브레이크타임, 20:30 라스트오더 금 11:00 - 21:00, 16:00 - 17:00 브레이크타임, 20:30 라스트오더 토 11:00 - 21:00, 16:00 - 17:00 브레이크타임, 20:30 라스트오더 일 11:00 - 21:00, 16:00 - 17:00 브레이크타임, 20:30 라스트오더","예약, 남/녀 화장실 구분, 단체 이용 가능, 포장, 유아의자, 주차",N/A,515,1,넓고 깨끗한 환경에서 즐기는 맛있는 음식,2025-04-10 22:13:43
32781727,1123054500,크치치킨 고대본점,"치킨,닭강정",서울 동대문구 고산자로56길 7,월 16:00 - 24:00 화 16:00 - 24:00 수 16:00 - 24:00 목 16:00 - 24:00 금 16:00 - 24:00 토 16:00 - 24:00 일 정기휴무 (매주 일요일),"예약, 포장, 배달, 무선 인터넷, 단체 이용 가능, 간편결제, 주차",4.41,650,713,친절한 서비스와 맛있는 치킨의 만남,2025-04-10 22:14:19
1513526501,1123054500,미아회관 제기직영점,한식,서울 동대문구 고산자로 488 1층,"월 11:00 - 05:00, 04:30 라스트오더 화 11:00 - 05:00, 04:30 라스트오더 수 11:00 - 05:00, 04:30 라스트오더 목 11:00 - 05:00, 04:30 라스트오더 금 11:00 - 05:00, 04:30 라스트오더 토 11:00 - 05:00, 04:30 라스트오더 일 11:00 - 05:00, 04:30 라스트오더","단체 이용 가능, 반려동물 동반, 포장, 배달, 예약, 무선 인터넷, 유아의자, 주차",N/A,2150,181,맛있는 음식과 좋은 가성비의 만남,2025-04-10 22:14:22
19862141,1123054500,비나레스토랑,인도음식,서울 동대문구 안암로24길 4,"월 11:00 - 21:30, 21:00 라스트오더 화 11:00 - 21:30, 21:00 라스트오더 수 11:00 - 21:30, 21:00 라스트오더 목 11:00 - 21:30, 21:00 라스트오더 금 11:00 - 21:30, 21:00 라스트오더 토 11:00 - 21:30, 21:00 라스트오더 일 11:00 - 21:30, 21:00 라스트오더",N/A,4.6,497,273,신선한 소품들과 인기 있는 장소의 분위기,2025-04-10 22:13:48
1900710244,1123054500,남원통닭 별관,"치킨,닭강정",서울 동대문구 홍릉로1길 39 (제기동),,N/A,4.38,1112,318,맛있는 치킨과 푸짐한 양의 만남,2025-04-10 22:17:04
1591793540,1123054500,짱구네 심야식당,요리주점,서울 동대문구 경동시장로8길 33 짱구네심야식당,"월 18:00 - 05:00, 04:00 라스트오더 화 18:00 - 05:00, 04:00 라스트오더 수 18:00 - 05:00, 04:00 라스트오더 목 18:00 - 05:00, 04:00 라스트오더 금 18:00 - 05:00, 04:00 라스트오더 토 18:00 - 05:00, 04:00 라스트오더 일 18:00 - 02:00, 01:00 라스트오더","예약, 무선 인터넷, 반려동물 동반",N/A,113,62,푸짐한 안주로 가득 찬 식사,2025-04-10 22:17:05
37270348,1123054500,연어사랑,생선회,서울 동대문구 안암로22길 16,매일 11:00 - 22:00,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 간편결제",4.52,1030,68,맛있는 연어와 다양한 메뉴의 향연,2025-04-10 22:17:42
43496909,1123054500,왕도숯불갈비,한식,서울 동대문구 약령시로 122,매일 11:00 - 22:00,주차,4.29,653,45,맛있는 갈비와 풍성한 밑반찬의 조화,2025-04-10 22:17:43
