place_id,adm_dong_code,name,category,address,opening_hours,services,naver_rating,visitor_review_count,blog_review_count,badges,crawled_at
11706745,1111056000,대평갈비,"육류,고기요리",서울 종로구 평창문화로 83,"월 11:00 - 21:30, 14:30 - 16:30 브레이크타임, 20:30 라스트오더 화 11:00 - 21:30, 14:30 - 16:30 브레이크타임, 20:30 라스트오더 수 11:00 - 21:30, 14:30 - 16:30 브레이크타임, 20:30 라스트오더 목 11:00 - 21:30, 14:30 - 16:30 브레이크타임, 20:30 라스트오더 금 11:00 - 21:30, 14:30 - 16:30 브레이크타임, 20:30 라스트오더 토 11:00 - 21:30, 20:30 라스트오더 일 11:00 - 21:30, 20:30 라스트오더","예약, 단체 이용 가능, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분, 주차",N/A,1214,501,농림축산식품부 제공안심식당,2025-04-10 01:30:30
11715776,1111056000,강촌쌈밥,쌈밥,서울 종로구 평창30길 9 강촌쌈밥,"월 11:00 - 14:30, 13:30 라스트오더 화 11:00 - 14:30, 13:30 라스트오더 수 11:00 - 14:30, 13:30 라스트오더 목 11:00 - 14:30, 13:30 라스트오더 금 11:00 - 14:30, 13:30 라스트오더 토 11:00 - 19:30, 18:30 라스트오더 일 11:00 - 19:30, 18:30 라스트오더",주차,N/A,865,231,농림축산식품부 제공안심식당,2025-04-10 01:30:32
31558593,1111056000,장모님해장국,해장국,서울 종로구 진흥로 421,매일 06:00 - 21:00,단체 이용 가능,4.22,2130,324,깔끔한 국물과 부드러운 선합의 조화,2025-04-10 01:30:33
11851447,1111056000,평창동북악정 본관,"육류,고기요리",서울 종로구 평창36길 6 북악정,"매일 11:00 - 22:00, 21:30 라스트오더","단체 이용 가능, 예약, 남/녀 화장실 구분, 주차",4.3,1214,476,농림축산식품부 제공안심식당,2025-04-10 01:30:33
1505301654,1111056000,제주면장 평창점,국수,서울 종로구 평창문화로 72-10,매일 11:00 - 22:00,"단체 이용 가능, 주차, 발렛파킹, 포장",4.23,879,256,N/A,2025-04-10 01:31:25
36654810,1111056000,더코너키친,피자,서울 종로구 평창문화로 98 행운빌딩,"월 11:00 - 21:30, 15:00 - 17:00 브레이크타임, 20:30 라스트오더 화 11:00 - 21:30, 15:00 - 17:00 브레이크타임, 20:30 라스트오더 수 11:00 - 21:30, 15:00 - 17:00 브레이크타임, 20:30 라스트오더 목 11:00 - 21:30, 15:00 - 17:00 브레이크타임, 20:30 라스트오더 금 11:00 - 21:30, 15:00 - 17:00 브레이크타임, 20:30 라스트오더 토 11:00 - 21:30, 20:30 라스트오더 일 11:00 - 21:30, 20:30 라스트오더","예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 배달, 유아의자, 주차",4.42,482,269,다양한 맛과 신선함이 가득한 샐러드,2025-04-10 01:31:59
1015643693,1111056000,순평옥,국밥,서울 종로구 평창20길 41 1층,"매일 10:30 - 21:30, 20:30 라스트오더","포장, 단체 이용 가능, 예약, 남/녀 화장실 구분, 유아의자, 배달, 주차",N/A,153,5,신선한 순대와 맛있는 밑반찬의 조화,2025-04-10 01:32:34
1107773317,1111056000,호림스시,"초밥,롤",서울 종로구 평창11길 13,"월 11:30 - 22:00, 21:00 라스트오더 화 11:30 - 22:00, 21:00 라스트오더 수 11:30 - 22:00, 21:00 라스트오더 목 11:30 - 22:00, 21:00 라스트오더 금 11:30 - 22:00, 21:00 라스트오더 토 11:30 - 22:00, 21:00 라스트오더 일 정기휴무 (매주 일요일)","예약, 단체 이용 가능, 주차, 무선 인터넷, 남/녀 화장실 구분, 반려동물 동반, 포장, 배달",4.5,175,124,맛있는 음식과 활어초밥의 향연,2025-04-10 01:33:19
1754322677,1111056000,미트미츠,양식,서울 종로구 평창12길 8-11 1층,,"포장, 예약, 무선 인터넷, 배달, 간편결제",N/A,208,18,맛있는 소시지와 아늑한 분위기의 만남,2025-04-10 01:33:41
13151040,1111056000,락궁,중식당,서울 종로구 평창11길 5,월 11:00 - 20:00 화 11:00 - 20:00 수 정기휴무 (매주 수요일) 목 11:00 - 20:00 금 11:00 - 20:00 토 11:00 - 20:00 일 11:00 - 20:00,"예약, 배달",4.25,441,14,N/A,2025-04-10 01:33:27
1817153089,1111056000,북악팔각정 하늘레스토랑,양식,서울 종로구 북악산로 267,매일 10:59 - 23:59,주차,4.35,532,84,멋진 야경과 쾌적한 산책의 조화,2025-04-10 01:33:30
17992802,1111056000,이천영양돌솥밥,비빔밥,서울 종로구 평창11길 12,,N/A,4.22,293,22,농림축산식품부 제공안심식당,2025-04-10 01:37:01
34347596,1111056000,북한산한우마을,"육류,고기요리",서울 종로구 비봉길 9,,N/A,4.32,461,26,맛있는 코다리찜과 돼지갈비의 만남,2025-04-10 01:36:49
13358440,1111056000,예찬김밥,김밥,서울 종로구 비봉길 7,매일 06:00 - 16:00,N/A,4.22,886,26,맛있는 김밥과 전국 최고의 맛의 하모니,2025-04-10 01:36:54
36667426,1111056000,본죽 평창점,죽,서울 종로구 평창12길 3 나라빌딩 1층 103호,월 09:00 - 21:00 화 09:00 - 21:00 수 09:00 - 21:00 목 09:00 - 21:00 금 09:00 - 21:00 토 09:00 - 21:00 일 정기휴무 (매주 일요일),N/A,4.52,278,3,N/A,2025-04-10 01:38:07
1438988062,1111056000,라이프푸드,한식,서울 종로구 진흥로 432 603호 (구기동 요진오피스텔쉐레이),,N/A,N/A,776,0,맛있는 쫄면과 다양한 한식 재료의 향연,2025-04-10 01:38:40
37725095,1111056000,부암김밥,김밥,서울 종로구 세검정로6나길 1 1층,"월 08:00 - 19:00, 14:30 - 16:00 브레이크타임 화 08:00 - 19:00, 14:30 - 16:00 브레이크타임 수 08:00 - 19:00, 14:30 - 16:00 브레이크타임 목 08:00 - 19:00, 14:30 - 16:00 브레이크타임 금 08:00 - 19:00, 14:30 - 16:00 브레이크타임 토 08:00 - 14:30 일 정기휴무 (매주 일요일)","예약, 주차, 포장, 무선 인터넷",4.26,360,59,정갈한 비주얼과 맛있는 샐러드빵의 조화,2025-04-10 01:38:54
