place_id,adm_dong_code,name,category,address,opening_hours,services,naver_rating,visitor_review_count,blog_review_count,badges,crawled_at
1134111422,1174064000,핵밥 둔촌점,덮밥,서울 강동구 양재대로85길 15 2층 201호,"월 11:00 - 21:00, 20:30 라스트오더 화 11:00 - 21:00, 20:30 라스트오더 수 11:00 - 21:00, 20:30 라스트오더 목 11:00 - 21:00, 20:30 라스트오더 금 11:00 - 21:00, 20:30 라스트오더 토 11:00 - 21:00, 20:30 라스트오더 일 11:00 - 21:00, 20:30 라스트오더",N/A,N/A,299,164,N/A,2025-04-11 08:14:35
1442381505,1174064000,세광양대창 천호점,"곱창,막창,양",서울 강동구 천호대로 1034,매일 13:30 - 23:00,"단체 이용 가능, 예약, 포장, 남/녀 화장실 구분, 배달, 주차",N/A,1300,917,N/A,2025-04-11 08:14:35
34699330,1174064000,생어거스틴 성내점,아시아음식,"서울 강동구 강동대로 143-64 스퀘어100 , 1층","월 11:30 - 22:00, 15:00 - 17:00 브레이크타임 화 11:30 - 22:00, 15:00 - 17:00 브레이크타임 수 11:30 - 22:00, 15:00 - 17:00 브레이크타임 목 11:30 - 22:00, 15:00 - 17:00 브레이크타임 금 11:30 - 22:00, 15:00 - 17:00 브레이크타임 토 11:30 - 22:00 일 11:30 - 22:00","예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 주차",4.57,5278,4523,농림축산식품부 제공안심식당,2025-04-11 08:14:36
1270872170,1174064000,피스트,양식,서울 강동구 양재대로81길 68 제일빌딩 1층 피스트,"월 10:00 - 23:00, 21:30 라스트오더 화 10:00 - 23:00, 21:30 라스트오더 수 10:00 - 23:00, 21:30 라스트오더 목 10:00 - 23:00, 21:30 라스트오더 금 10:00 - 23:00, 21:30 라스트오더 토 10:30 - 23:00, 21:30 라스트오더 일 10:30 - 23:00, 21:30 라스트오더",주차,N/A,653,541,맛있는 음식과 디테일을 즐기는 공간,2025-04-11 08:14:36
34818249,1174064000,등갈비달인 본점,"육류,고기요리",서울 강동구 천호대로158길 25 1층,"월 16:00 - 01:00, 00:30 라스트오더 화 16:00 - 01:00, 00:30 라스트오더 수 16:00 - 01:00, 00:30 라스트오더 목 16:00 - 01:00, 00:30 라스트오더 금 16:00 - 01:00, 00:30 라스트오더 토 12:00 - 01:00, 00:30 라스트오더 일 12:00 - 01:00, 00:30 라스트오더","단체 이용 가능, 포장, 배달, 대기공간, 예약",N/A,5337,4180,맛있는 등갈비와 풍성한 양의 만남,2025-04-11 08:15:27
1832288291,1174064000,다이닝원 천호점,"일식,초밥뷔페","서울 강동구 천호대로 1024 지하2층 B216~228, B234~2 41호","매일 11:00 - 21:30, 21:00 라스트오더","단체 이용 가능, 예약, 유아시설 (놀이방), 주차",N/A,268,45,N/A,2025-04-11 08:16:00
13158292,1174064000,다람,"육류,고기요리",서울 강동구 양재대로85길 29 1층,"월 12:00 - 22:30, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 화 12:00 - 22:30, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 수 12:00 - 22:30, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 목 12:00 - 22:30, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 금 12:00 - 22:30, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 토 12:00 - 22:30, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 일 12:00 - 22:30, 16:00 - 17:00 브레이크타임, 21:30 라스트오더","단체 이용 가능, 남/녀 화장실 구분, 주차",4.4,633,552,농림축산식품부 제공안심식당,2025-04-11 08:15:59
11719817,1174064000,버섯잔치집 본점,한식,서울 강동구 성내로 52 성원빌딩(네비는 버섯잔치집),월 11:00 - 22:00 화 11:00 - 22:00 수 11:00 - 22:00 목 11:00 - 22:00 금 11:00 - 22:00 토 11:00 - 22:00 일 11:00 - 22:00,주차,4.85,14119,909,맛있는 버섯 요리와 건강한 푸짐한 한상,2025-04-11 08:16:28
1929310245,1174064000,갓잇 올림픽공원점,"멕시코,남미음식",서울 강동구 성안로 14 1층 갓잇,"월 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더 화 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더 수 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더 목 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더 금 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더 토 11:00 - 21:30, 20:30 라스트오더 일 11:00 - 21:30, 20:30 라스트오더","무선 인터넷, 단체 이용 가능, 포장, 배달, 남/녀 화장실 구분, 유아의자",4.49,2810,1448,농림축산식품부 제공안심식당,2025-04-11 08:16:02
1163183628,1174064000,소원화로 천호본점,"육류,고기요리",서울 강동구 천호대로158길 15 1층,"매일 16:00 - 01:00, 00:00 라스트오더","단체 이용 가능, 예약, 남/녀 화장실 구분",N/A,1373,445,맛있는 음식과 좋은 분위기의 만남,2025-04-11 08:16:59
