adm_dong_code,pname,pid
1129078000,메밀의 정석,1544630164
1129078000,샐러디 장위뉴타운점,1100109447
1129078000,전통남원추어탕 장위점,1653600613
1129078000,나씽벗,1662376438
1129078000,동대문엽기떡볶이 장위점,37838148
1129078000,쭈삼이,148362685
1129078000,하늘이야기,1828255136
1129078000,써브웨이 장위뉴타운점,1232506500
1129078000,60계치킨 서울장위뉴타운점,1153694126
1129078000,하남돼지집 돌곶이역점,1885480771
1129078000,후라이드참잘하는집 장위점,37426038
1129078000,노모어피자 꿈의숲점,1102986352
1129078000,교촌치킨 석관장위점,11802540
1129078000,역전할머니맥주 북서울꿈의숲점,1407805860
1129078000,서향&아리산,1912145810
1129078000,장석골 한우곱창,1355111181
1129078000,고센 기와집갈비25,35977345
1129078000,서민스시 장위 본점,1820940739
1129078000,드림랜드,767995677
1129078000,온량,1796729449
1129078000,짬뽕관 장위뉴타운점,1689042840
1129078000,갯마을바지락칼국수,1015195477
1129078000,돌쌈,1194908921
1129078000,장위동 중국집,38677123
1129078000,웅이네손칼국수,1121498253
1129078000,푸라닭 장위점,1429714051
1129078000,명가옛날통닭 월계점,1642617002
1129078000,착한횟집,1758238077
1129078000,녹차밭돼지사냥,20901059
1129078000,참맛옛날통닭 장위점,1569890409
1129078000,그녀의떡볶이,1097593055
1129078000,제주돈사촌,37912592
1129078000,홍탁나라,20897342
1129078000,똘비족발,31715473
1129078000,장수 맷돌 빈대떡,11666275
1129078000,좋은친구,38233545
1129078000,한근더한근,38415106
1129078000,서향&아리산,1912145810
1129078000,동대문엽기떡볶이 장위점,37838148
1129078000,쭈삼이,148362685
1129078000,하늘이야기,1828255136
1129078000,고고수산 산오징어물회,1899859265
1129078000,바르다 김선생 장위뉴타운점,1410239229
1129078000,옹심이네칼국수,1802317308
1129078000,유미닭집,37118730
1129078000,초밥왕 양승호,1080522733
