adm_dong_code,pname,pid
1129077000,한양왕족발,1904838439
1129077000,돌쌈,1194908921
1129077000,한근더한근,38415106
1129077000,피자스쿨 장위고개점,37573031
1129077000,대머리식당,1943493865
1129077000,갯마을바지락칼국수,1015195477
1129077000,온량,1796729449
1129077000,나씽벗,1662376438
1129077000,샐러디 장위뉴타운점,1100109447
1129077000,서향&아리산,1912145810
1129077000,동대문엽기떡볶이 장위점,37838148
1129077000,하남돼지집 돌곶이역점,1885480771
1129077000,쭈삼이,148362685
1129077000,전통남원추어탕 장위점,1653600613
1129077000,써브웨이 장위뉴타운점,1232506500
1129077000,60계치킨 서울장위뉴타운점,1153694126
1129077000,메밀의 정석,1544630164
1129077000,노모어피자 꿈의숲점,1102986352
1129077000,교촌치킨 석관장위점,11802540
1129077000,후라이드참잘하는집 장위점,37426038
1129077000,역전할머니맥주 북서울꿈의숲점,1407805860
1129077000,하늘이야기,1828255136
1129077000,장석골 한우곱창,1355111181
1129077000,온정집,1134157010
1129077000,육회바른연어 장위뉴타운점,1131934689
1129077000,우리할매떡볶이 장위점,1263620229
1129077000,굽네치킨 장위1동점,1281509799
1129077000,담박닭한마리,1078031154
1129077000,불타는생고기 동방고개점,13391202
1129077000,춘향골남원추어탕 돌곶이역점,1589814286
1129077000,BBQ치킨 장위뉴타운점,1469557083
1129077000,바르다 김선생 장위뉴타운점,1410239229
1129077000,유미닭집,37118730
1129077000,피자헛 월계2호점,11625106
1129077000,집사람이 만든 밥,169569248
1129077000,고고수산 산오징어물회,1899859265
1129077000,초밥왕 양승호,1080522733
1129077000,옹심이네칼국수,1802317308
1129077000,나씽벗,1662376438
1129077000,하남돼지집 돌곶이역점,1885480771
1129077000,서향&아리산,1912145810
1129077000,동대문엽기떡볶이 장위점,37838148
1129077000,쭈삼이,148362685
1129077000,하늘이야기,1828255136
1129077000,써브웨이 장위뉴타운점,1232506500
1129077000,바르다 김선생 장위뉴타운점,1410239229
1129077000,옹심이네칼국수,1802317308
1129077000,유미닭집,37118730
1129077000,피자헛 월계2호점,11625106
