adm_dong_code,pname,pid
1129072500,메리킹 서울북부점,31514892
1129072500,갈비명가이상 길음신관,11852057
1129072500,빌라드코스테스,1427970785
1129072500,제나키친,1839481919
1129072500,빕스 미아점,21709460
1129072500,미아리우동집,20823985
1129072500,명륜진사갈비 월곡점,1444828406
1129072500,청년고기장수 월곡본점,1602575197
1129072500,청록미나리식당 월곡점,1448902902
1129072500,핏짜피자,34937290
1129072500,돈카와치 미아사거리점,1835926545
1129072500,화덕과베토벤,20923918
1129072500,북경루,18272883
1129072500,지호한방삼계탕 미아점,21551868
1129072500,보배반점 하월곡점,33595461
1129072500,사보르김밥 월곡점,38318883
1129072500,빛나라김밥 월곡점,1720067412
1129072500,동원생돼지연탄구이,18916753
1129072500,거진항코다리네,1215496048
1129072500,1944 두툼,1677377426
1129072500,송천순대국 본점,37887395
1129072500,돈킴명인감자탕 월곡점,1420359896
1129072500,명태명가 월곡점,37249718
1129072500,고토이자카야,1009771734
1129072500,미락 우성,36004760
1129072500,반포식스 월곡역점,1110967445
1129072500,아라부대찌개 본점,34347889
1129072500,두메산골쌈밥,20866829
1129072500,맘스터치 상월곡역점,1913689968
1129072500,혜자네매운닭도리탕,20843486
1129072500,맘스터치 동덕여대점,37049656
1129072500,소담유부,1342859986
1129072500,월곡동할매떡볶이,13115205
1129072500,메리킹 서울북부점,31514892
1129072500,문밸리,1506698430
1129072500,봄담아 하월곡점,1240013333
1129072500,장보리 월곡본점,1402924841
1129072500,장보리 월곡본점,1402924841
1129072500,봄담아 하월곡점,1240013333
1129072500,문밸리,1506698430
1129072500,북경루,18272883
1129072500,지호한방삼계탕 미아점,21551868
1129072500,보배반점 하월곡점,33595461
1129072500,사보르김밥 월곡점,38318883
1129072500,월곡동할매떡볶이,13115205
1129072500,백소정 하월곡점,1763174320
1129072500,채화정,1263585334
1129072500,이삭토스트 월곡점,38227447
1129072500,꼬숩다누룽지닭죽 월곡본점,1951330651
