adm_dong_code,pname,pid
1129063000,포도집,1512285811
1129063000,장수식당,1212064900
1129063000,불타는돼지,13087220
1129063000,지하서재,1727914509
1129063000,마몽함박 정릉본점,1252771416
1129063000,라무야끼 정릉점,1512569099
1129063000,원조감자탕 일미집 정릉점,1393529886
1129063000,한라산도새기 정릉점,38475548
1129063000,동대문엽기떡볶이 정릉점,33894789
1129063000,마마우동 정릉점,38495098
1129063000,사을한리 정육식당,1339458349
1129063000,토리아에즈,1585085577
1129063000,청년고기장수 정릉점,1096960052
1129063000,정릉 김대포 연탄구이,18316326
1129063000,강릉메밀촌,1233621865
1129063000,소우락정릉본점,287743516
1129063000,현방오백소갈비살 정릉점,1532091062
1129063000,교촌치킨 정릉1호점,11802552
1129063000,맘스터치 서경대점,36813092
1129063000,미스터전 정릉점,35545701
1129063000,송강루,18248562
1129063000,역족 튀김족발 묵은지보쌈 정릉점,1112763468
1129063000,구름파스타,37365967
1129063000,르한스,20517806
1129063000,청년밥상문간,1817142222
1129063000,형제곱창,18908417
1129063000,두리만횟집,38341822
1129063000,박씨돈까스,1052193989
1129063000,정릉갈비,18909876
1129063000,의정부사람,1035132056
1129063000,산장두부촌,18316010
1129063000,보리보리옥선이시골밥상,31730137
1129063000,웍스터 정릉역,1644816468
1129063000,바람난오리궁뎅이,18908959
1129063000,롯데리아 정릉점,19871608
1129063000,원조감자탕 일미집 정릉점,1393529886
1129063000,지하서재,1727914509
1129063000,보리보리옥선이시골밥상,31730137
1129063000,교촌치킨 정릉1호점,11802552
1129063000,현방오백소갈비살 정릉점,1532091062
1129063000,후후세이지,1654475094
1129063000,대단한돈까스 서울정릉점,1064416403
1129063000,김영희강남동태찜 정릉점,34419947
