adm_dong_code,pname,pid
1144071000,히츠지야 연남점,1275931128
1144071000,연남타코 연남본점,1290530498
1144071000,연피랑,1040236089
1144071000,힠컵,1678073738
1144071000,수라간,1063954725
1144071000,툭툭누들타이,21652462
1144071000,연남토마 본점,1229825670
1144071000,열정타코 연남본점,1931292312
1144071000,디막,1550372529
1144071000,초이다이닝,1485118707
1144071000,하쿠텐라멘,1031219213
1144071000,풀뜯는돼지,1630360144
1144071000,뉴오더클럽 연남,1173480601
1144071000,뮬 연남,1140990138
1144071000,고시고시 연남,1938128417
1144071000,스시지현,1080811064
1144071000,스필아웃,1737753721
1144071000,쿠로코식당 연남점,1414264972
