adm_dong_code,pname,pid
1171052000,오리지널팬케이크하우스 잠실점,1226790037
1171052000,칸다소바 롯데월드몰점,1552805331
1171052000,마노디셰프 잠실점,269219040
1171052000,세상의모든아침 롯데월드몰점,1739251695
1171052000,js가든 시그니처 잠실 에비뉴엘점,1732629349
1171052000,오레노라멘 잠실롯데월드몰점,1074304746
1171052000,오마카세 오사이초밥 잠실점,1818935986
1171052000,이춘복참치 잠실점,1307296869
1171052000,덴푸라감춘,1775875627
1171052000,스시이세이 잠실 롯데백화점 에비뉴엘 월드타워점,1160275656
1171052000,임뻬라또,33996684
1171052000,나루스시,1246467868
1171052000,곰국시집 롯데월드몰점,1602461871
1171052000,한국의집 롯데월드몰점,1470649289
