place_id,nickname,content,date,situations,keywords,review_count,visit_count
1104854574,qlsdlqlsdlek,닭갈비가 먹고 싶어 왔는데 넘넘 맛있게 잘 먹고 갑니다👍🏻,2025-04-10,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 데이트, 연인・배우자",음식이 맛있어요,22,1
1104854574,조리퐁3680,학교 끝나고 친구랑 먹으러 왔어요ㅎㅎ 고기가 넘넘 부드럽고 맛있습니다! 시장님께서도 먹는 법 친절하게 알려주셔서 더 맛있게 먹었어요! 그리고 사장님이 안정환 닮으셨어요🤩,2025-04-10,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 친목, 친구",음식이 맛있어요,14,1
1104854574,늘912,성신여대 입구역 최고 맛집 되십니다...✨고기 직접 구워주시고 어떻게 먹는 게 맛있는지 다 알려주시는 맛잘알 유머왕 매니저님과 친절한 사장님까지 이 집 음식이 맛있고 친절해오 .... 🥹주변에 꼭 가보라고 권하고 싶은 맛집입니다👍🏻가게가 깔끔하고 청결해서 더 믿음이 갔습니닷,2025-04-08,"저녁에 방문, 예약 후 이용, 대기 시간 바로 입장, 친목, 나들이, 친구",음식이 맛있어요,23,1
1104854574,anguuuu,예전에도 방문했는데 오늘 처음으로 총괄매니저님이 설명해주면서 구워주셔서 너무 좋았어요ㅋㅋㅋㅋ유쾌하시고 맛있게 먹는 방법도 잘 알려주셔서 좋은 식사 시간이 됐어요ㅎㅎㅎ 다음에도 매니저님이 구워주시면 좋겠어요>.< 감사합니다^^ (두꺼비 거울 girls),2025-04-06,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 친목, 친구",음식이 맛있어요,49,1
1104854574,Cnuisw,점심시간 지나 방문해 매장이 여유로워 총괄매니저님이 직접 식사 도와주셨구 정말 친절하셨어요 좋은 조합도 알려주시고 고기도 맛있게 구워주셨어용🥹 너무 맛있었어요 감사합니당~~,2025-04-06,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 친목, 친구",음식이 맛있어요,6,1
1104854574,uji****,"25년 4월 비오늘날 오후 방문 계모임!닭에 관한모든메뉴가 있는곳!소금모듬구이로 모든부위를  맛보았다소금에만 찍어서 먹어도 전혀냄새가 나지않았다!소금과고추냉이로 먹었을땐.풍미가 올라오고그곳의 대표 유자소스 찍었을때 입안이 즐거움이 가득했다.참고로 본인은 매콤함이.좋아서 따로나온 청양고추를 많이 넣어서 저혀 느끼하지 않았다양념으로 시킨 다릿살과 목살은 그것만의 풍미가 가득하다매콤한칼국수로 입가심을 했고, 호기심에 시켰던 치즈볶음밥은 여대앞을 겨냥한듯한 메뉴같지만모든이들의 입을 아우를수있는 즐겁고 재미있는 메뉴인듯하다 눈이 즐겁고 입도 행복한 비오는 날의 오후였던거 같다재방문이 충분한 이유가있는 메뉴들이다.내돈 내산 리뷰마침!!",2025-04-05,"저녁에 방문, 예약 없이 이용, 대기 시간 10분 이내, 친목, 지인・동료",음식이 맛있어요,9,1
1104854574,Sojjsh,계모임 존맛탱입니다!! 총괄매니저님이 일단 굉장히 친절하시고 메뉴설명도 친절하게해주세요 ! 성신오면 꼭먹어보세요 추추추추추추천⭐️⭐️⭐️⭐️⭐️,2025-04-05,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 데이트, 연인・배우자",음식이 맛있어요,15,1
1104854574,케이크얌얌미미,"⭐️⭐️⭐️⭐️⭐️ 맛, 청결, 서비스 👍🏻소금다리살 , 양념목살 먹고왔어요미친 맛 처음이야 😆소금다리살은 고고하고 부드럽게 넘어가는 맛 그냥 먹어도 맛있고 직접만든 소스가 최고 👍🏻양념목살은 물리지 않는 양념 맛과 또다른 부드러운 식감으로 매력적이였어요 😆🔺직접 다 구워주시고 , 분위기도 즐겁게 해주시면서 테이블들을 다 신경써서 챙겨주시더라구요 🙌🏻🔺먹는 방법과 부위별 소스추천도 잘해주셔서 든든하게 먹었다는 !!🔺 부족한건 미리 채워주셨고 특별한 모임이였는데 서비스까지 챙겨주셔서 감사했습니다 🙈이런 닭고기는 처음이였어 !!! 맛있었습니다 ⭐️계모임 총괄 매니저님 감사합니다 🔥또 갈게요 ⭐️",2025-04-05,"저녁에 방문, 예약 후 이용, 대기 시간 바로 입장, 친목, 친구",음식이 맛있어요,3,1
1104854574,밍그37,양념 모듬 시키면 처음에 구워주세요! 친구랑 대화도 안하고 순식간에 먹었네요!! 너무 맛있고 직원분들이 다 유쾌하고 친절하십니당 ㅎㅎ 지나갈때마다 줄서있는 이유가 있네요👍👍,2025-04-03,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 친목",인테리어가 멋져요,10,1
1104854574,먀암묘옴,총괄매니저님. 덕분에 잊을 수 없었던 식사…🤭 센스 너무 좋으시도 덕분에 많이 웃으면서 식사하도 갑니다~~~ 서비스까지 완전 대박🔥 음식도 너무 맛있답니다🤤 안정환 닮으신 총괄매니저님 체고⭐️,2025-04-03,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 데이트, 연인・배우자",음식이 맛있어요,13,1
1104854574,you****,사실 인스타 광고보고 별 기대 없이 그냥 집 근처에서 먹자해서 왔어요.첫 손님이라 그런지 매니저님이 직접 구워주셨고 부위 및 먹는법에 대해서 자세히 설명해주셨어요.개인적으로 소금 찍어먹는게 젤 맛있었네요!!(양념 닭목살은 아무도 못이김)직원분들 다 친절하시고 매장은 물론 화장실도 너무 깨끗해서 단골 될 것 같아요.덕분에 기분 좋은 기념일 보내고갑니다.또 올게요 계모임❤️❤️,2025-03-29,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 데이트, 연인・배우자",음식이 맛있어요,13,1
1104854574,Boo49,너무 맛있게 잘 먹었습니다..매니저님이 너무 친절하게 먹는법도 알려주시고 정말 맛있게잘 먹았어요… 반찬도 손수 다 만드신다는데하나같이 다 너무 맛있었습니다.정말 자주 방문할 것 같아요 ♡,2025-03-28,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 데이트, 연인・배우자",음식이 맛있어요,4,1
1104854574,자장암,"흔한 닭요리라 별기대 없이 갔는데, 재료도 신선하고 정말 맛있었어요.  개인적으론 원래 양념을 좋아하는데 여기 소금구이는 고소하고 단백하고 고급스럽게 맛있네요.  해장 닭칼국수는 장칼국수 처럼 얼큰해서 좋았고, 간장 비빔국수는 한국식 고급 스파게티 같았습니다.   즐거운 시간이었어요.",2025-03-27,"저녁에 방문, 예약 후 이용, 대기 시간 바로 입장, 친목, 지인・동료",음식이 맛있어요,4,1
1104854574,eun****,생일 기념으로 가족이랑 방문했어요~ 입맛 까탈스러운 어머니 입맛도 사로잡은 곳!!!메인과 사이드 둘 다 맛있는 곳 흔치 않은데 여기는 진짜 맛없는 거 찾기가 힘든 곳이에요ㅠㅠㅠ 정말 오랜만에 재방문인데 고기도 다 구워주시고 무엇보다 부위마다 가장 맛있게 먹는 법 알려주시는게 좋았어요~ 생일이라고 서비스로 하이볼도 챙겨주셨어요ㅎㅎㅎ매니저님께서 잘 챙겨주신 덕분에 너무 행복한 생일 보냈네요ㅠㅠ 저희뿐만 아니라 다른 테이블도 다 신경쓰시던데 정말 리스펙합니다👍🏻 빠른 시일 내에 다시 또 가보랴구요~~~,2025-03-26,"저녁에 방문, 예약 후 이용, 대기 시간 바로 입장, 기념일, 가족모임, 부모님",음식이 맛있어요,1,1
1104854574,2666666,먹어본 메뉴 진짜 다 맛있어요 레전드👍,2025-03-25,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 친목, 친구",음식이 맛있어요,2,1
