place_id,adm_dong_code,name,category,address,opening_hours,services,naver_rating,visitor_review_count,blog_review_count,badges,crawled_at
20757891,1121573000,빠오즈푸 본점,"딤섬,중식만두",서울 광진구 광나루로 373,"월 11:30 - 21:20, 15:00 - 17:00 브레이크타임 화 11:30 - 21:20, 15:00 - 17:00 브레이크타임 수 11:30 - 21:20, 15:00 - 17:00 브레이크타임 목 11:30 - 21:20, 15:00 - 17:00 브레이크타임 금 11:30 - 21:20, 15:00 - 17:00 브레이크타임 토 11:30 - 21:20 일 11:30 - 21:20",N/A,4.48,2116,1721,풍부한 육즙과 맛있는 만두의 만남,2025-04-11 02:35:31
1935022053,1121573000,라멘이자카야쿠잔,이자카야,서울 광진구 면목로 22 1층,"월 11:30 - 22:00, 14:30 - 17:00 브레이크타임, 21:30 라스트오더 화 11:30 - 22:00, 14:30 - 17:00 브레이크타임, 21:30 라스트오더 수 11:30 - 22:00, 14:30 - 17:00 브레이크타임, 21:30 라스트오더 목 11:30 - 22:00, 14:30 - 17:00 브레이크타임, 21:30 라스트오더 금 11:30 - 22:00, 14:30 - 17:00 브레이크타임, 21:30 라스트오더 토 11:30 - 22:00, 14:30 - 17:00 브레이크타임, 21:30 라스트오더 일 정기휴무 (매주 일요일)","단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 예약",N/A,329,117,깊은 맛의 육수와 맛있는 라멘,2025-04-11 02:35:31
1824807602,1121573000,해화로,생선회,"서울 광진구 광나루로 383 1,2층","월 11:30 - 02:00, 15:00 - 16:30 브레이크타임, 01:00 라스트오더 화 11:30 - 02:00, 15:00 - 16:30 브레이크타임, 01:00 라스트오더 수 11:30 - 02:00, 15:00 - 16:30 브레이크타임, 01:00 라스트오더 목 11:30 - 02:00, 15:00 - 16:30 브레이크타임, 01:00 라스트오더 금 11:30 - 02:00, 15:00 - 16:30 브레이크타임, 01:00 라스트오더 토 11:30 - 02:00, 01:00 라스트오더 일 11:30 - 23:00, 22:00 라스트오더","단체 이용 가능, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 유아의자, 대기공간, 포장, 배달, 주차",N/A,179,114,N/A,2025-04-11 02:35:33
1178891712,1121573000,숙성부심 본점,돼지고기구이,서울 광진구 능동로 271-1 1층 숙성부심,"월 16:00 - 23:00, 22:00 라스트오더 화 16:00 - 23:00, 22:00 라스트오더 수 16:00 - 23:00, 22:00 라스트오더 목 16:00 - 23:00, 22:00 라스트오더 금 16:00 - 23:00, 22:00 라스트오더 토 12:00 - 23:00, 22:00 라스트오더 일 12:00 - 23:00, 22:00 라스트오더","단체 이용 가능, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 대기공간",N/A,2842,3125,다양한 반찬과 맛있는 고기의 조화,2025-04-11 02:35:32
810682299,1121573000,알고,"스파게티,파스타전문",서울 광진구 광나루로17길 10 2층,"월 11:00 - 21:00, 20:30 라스트오더 화 11:00 - 21:00, 20:30 라스트오더 수 11:00 - 21:00, 20:30 라스트오더 목 11:00 - 21:00, 20:30 라스트오더 금 11:00 - 21:00, 20:30 라스트오더 토 11:00 - 21:00, 20:30 라스트오더 일 11:00 - 21:00, 20:30 라스트오더","무선 인터넷, 포장, 배달, 반려동물 동반, 예약, 유아의자, 주차",4.82,542,493,맛있는 소세지와 다양한 메뉴의 향연,2025-04-11 02:36:41
1254145458,1121573000,카레당,카레,서울 광진구 능동로 251,"월 10:50 - 21:00, 14:45 - 16:30 브레이크타임, 20:30 라스트오더 화 10:50 - 21:00, 14:45 - 16:30 브레이크타임, 20:30 라스트오더 수 10:50 - 21:00, 14:45 - 16:30 브레이크타임, 20:30 라스트오더 목 10:50 - 21:00, 14:45 - 16:30 브레이크타임, 20:30 라스트오더 금 10:50 - 21:00, 14:45 - 16:30 브레이크타임, 20:30 라스트오더 토 10:50 - 21:00, 15:15 - 16:30 브레이크타임, 20:30 라스트오더 일 10:50 - 21:00, 15:15 - 16:30 브레이크타임, 20:30 라스트오더","포장, 배달, 남/녀 화장실 구분, 예약, 유아의자, 간편결제, 주차",4.57,1934,476,맛있는 카레와 음식에 대한 높은 재방문 의,2025-04-11 02:37:22
1025791619,1121573000,호담,일식당,서울 광진구 동일로60길 47,"월 정기휴무 (매주 월요일) 화 11:30 - 22:00, 14:00 - 17:00 브레이크타임, 21:00 라스트오더 수 11:30 - 22:00, 14:00 - 17:00 브레이크타임, 21:00 라스트오더 목 11:30 - 22:00, 14:00 - 17:00 브레이크타임, 21:00 라스트오더 금 11:30 - 22:00, 14:00 - 17:00 브레이크타임, 21:00 라스트오더 토 11:30 - 22:00, 14:00 - 17:00 브레이크타임, 21:00 라스트오더 일 11:30 - 21:00, 14:00 - 17:00 브레이크타임, 20:00 라스트오더","포장, 무선 인터넷, 배달",4.94,426,227,신선한 연어와 맛있는 음식의 조화,2025-04-11 02:37:20
11687205,1121573000,영미오리탕,오리요리,서울 광진구 동일로60길 53,"월 정기휴무 (매주 월요일) 화 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더 수 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더 목 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더 금 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더 토 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더 일 11:00 - 21:30, 15:00 - 16:30 브레이크타임, 20:30 라스트오더","포장, 무선 인터넷",4.4,1540,1369,맛있는 음식과 고소한 국물의 조화,2025-04-11 02:37:20
20912981,1121573000,은혜즉석떡볶이,떡볶이,서울 광진구 광나루로 381-1,"매일 10:30 - 22:00, 21:10 라스트오더",N/A,4.35,796,1545,추억의 맛이 그대로 남아있는 맛있는 떡볶이,2025-04-11 02:37:55
1784530193,1121573000,오스테리아 현,이탈리아음식,서울 광진구 능동로 237 1층,"월 정기휴무 (매주 월요일) 화 11:00 - 21:30, 15:00 - 17:00 브레이크타임, 21:00 라스트오더 수 11:00 - 21:30, 15:00 - 17:00 브레이크타임, 21:00 라스트오더 목 11:00 - 21:30, 15:00 - 17:00 브레이크타임, 21:00 라스트오더 금 11:00 - 21:30, 15:00 - 17:00 브레이크타임, 21:00 라스트오더 토 11:00 - 21:30, 16:00 - 17:00 브레이크타임, 21:00 라스트오더 일 11:00 - 21:30, 16:00 - 17:00 브레이크타임, 21:00 라스트오더","단체 이용 가능, 남/녀 화장실 구분, 예약, 무선 인터넷, 유아의자, 포장, 주차",N/A,367,259,맛있는 메뉴와 피자가 기다리는 쾌적한 공간,2025-04-11 02:38:47
