place_id,adm_dong_code,name,category,address,opening_hours,services,naver_rating,visitor_review_count,blog_review_count,badges,crawled_at
1506698430,1129071500,문밸리,양식,서울 성북구 화랑로 109 201호,월 11:00 - 22:00 화 11:00 - 22:00 수 11:00 - 22:00 목 11:00 - 22:00 금 11:00 - 22:00 토 11:00 - 22:00 일 11:00 - 22:00,"단체 이용 가능, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 대기공간, 포장, 배달, 주차",N/A,438,126,다양한 맛있는 메뉴와 쾌적한 공간,2025-04-11 13:52:03
31514892,1129071500,메리킹 서울북부점,샤브샤브,서울 성북구 종암로 167 동일하이빌뉴시티 4층,"월 11:30 - 21:30, 15:30 - 17:30 브레이크타임 화 11:30 - 21:30, 15:30 - 17:30 브레이크타임 수 11:30 - 21:30, 15:30 - 17:30 브레이크타임 목 11:30 - 21:30, 15:30 - 17:30 브레이크타임 금 11:30 - 21:30, 15:30 - 17:30 브레이크타임 토 11:30 - 21:30 일 11:30 - 21:30","예약, 남/녀 화장실 구분, 단체 이용 가능, 유아의자, 무선 인터넷, 대기공간, 주차",N/A,1944,351,농림축산식품부 제공안심식당,2025-04-11 13:52:02
1402924841,1129071500,장보리 월곡본점,한식,서울 성북구 화랑로 109 1층 102호,"매일 11:00 - 21:00, 20:20 라스트오더","단체 이용 가능, 남/녀 화장실 구분, 포장, 예약, 유아의자, 대기공간, 배달, 무선 인터넷, 방문접수/출장, 간편결제, 주차",N/A,752,184,푸짐한 음식과 맛있는 보리밥의 조화,2025-04-11 13:52:03
1240013333,1129071500,봄담아 하월곡점,샤브샤브,"서울 성북구 종암로 167 107-1호, 107-2호, 107-3호, 107-4호","월 11:00 - 22:00, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 화 11:00 - 22:00, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 수 11:00 - 22:00, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 목 11:00 - 22:00, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 금 11:00 - 22:00, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 토 11:00 - 22:00, 16:00 - 17:00 브레이크타임, 21:30 라스트오더 일 11:00 - 22:00, 16:00 - 17:00 브레이크타임, 21:30 라스트오더","단체 이용 가능, 예약, 무선 인터넷, 대기공간, 주차",N/A,573,338,신선한 식재료와 건강한 야채의 만남,2025-04-11 13:52:03
1839481919,1129071500,제나키친,한식,서울 성북구 화랑로11길 23 2층 제나키친,"월 11:00 - 22:00, 15:00 - 17:30 브레이크타임, 21:00 라스트오더 화 11:00 - 22:00, 15:00 - 17:30 브레이크타임, 21:00 라스트오더 수 11:00 - 22:00, 15:00 - 17:30 브레이크타임, 21:00 라스트오더 목 11:00 - 22:00, 15:00 - 17:30 브레이크타임, 21:00 라스트오더 금 11:00 - 22:00, 15:00 - 17:30 브레이크타임, 21:00 라스트오더 토 정기휴무 (매주 토요일) 일 정기휴무 (매주 일요일)","포장, 무선 인터넷",4.56,1358,404,농림축산식품부 제공안심식당,2025-04-11 13:52:45
21709460,1129071500,빕스 미아점,패밀리레스토랑,서울 성북구 월계로 32 삼성디지털프라자 3층,월 10:30 - 22:00 화 10:30 - 22:00 수 10:30 - 22:00 목 10:30 - 22:00 금 10:30 - 22:00 토 10:00 - 22:00 일 10:00 - 22:00,"주차, 남/녀 화장실 구분, 단체 이용 가능, 배달, 포장, 예약",4.17,10124,761,농림축산식품부 제공안심식당,2025-04-11 13:52:45
11852057,1129071500,갈비명가이상 길음신관,"육류,고기요리",서울 성북구 정릉로 395,"매일 11:00 - 22:00, 21:30 라스트오더","예약, 단체 이용 가능, 포장, 방문접수/출장, 남/녀 화장실 구분, 유아의자, 주차, 발렛파킹",4.2,3056,435,맛있는 갈비와 깔끔한 국물의 조화,2025-04-11 13:52:45
20823985,1129071500,미아리우동집,"우동,소바",서울 성북구 종암로 176,"매일 00:00 - 24:00, 16:00 - 17:00 브레이크타임",N/A,4.37,4777,224,맛있는 쫄면과 푸짐한 김밥의 조화,2025-04-11 13:53:25
34937290,1129071500,핏짜피자,이탈리아음식,서울 성북구 화랑로11길 31 2층,"월 11:00 - 21:30, 15:00 - 17:00 브레이크타임 화 11:00 - 21:30, 15:00 - 17:00 브레이크타임 수 11:00 - 21:30, 15:00 - 17:00 브레이크타임 목 11:00 - 21:30, 15:00 - 17:00 브레이크타임 금 11:00 - 21:30, 15:00 - 17:00 브레이크타임 토 11:30 - 21:30, 15:30 - 16:30 브레이크타임 일 11:30 - 21:30, 15:30 - 16:30 브레이크타임","예약, 단체 이용 가능, 포장, 무선 인터넷, 배달, 유아의자, 남/녀 화장실 구분, 대기공간, 간편결제, 주차",4.38,469,156,맛있는 음식과 피자로 이어지는 분위기,2025-04-11 13:53:25
1427970785,1129071500,빌라드코스테스,양식,서울 성북구 화랑로5길 4 빌라드코스테스,"월 11:00 - 22:00, 15:00 - 17:00 브레이크타임, 20:40 라스트오더 화 11:00 - 22:00, 15:00 - 17:00 브레이크타임, 20:40 라스트오더 수 11:00 - 22:00, 15:00 - 17:00 브레이크타임, 20:40 라스트오더 목 11:00 - 22:00, 15:00 - 17:00 브레이크타임, 20:40 라스트오더 금 11:00 - 22:00, 15:00 - 17:00 브레이크타임, 20:40 라스트오더 토 11:00 - 22:00, 20:40 라스트오더 일 12:00 - 22:00, 20:40 라스트오더","포장, 무선 인터넷, 배달, 예약, 단체 이용 가능, 대기공간, 유아의자, 반려동물 동반, 주차",N/A,4579,597,맛있는 빠에야와 풍성한 음식의 향연,2025-04-11 13:52:45
