place_id,nickname,content,date,situations,keywords,review_count,visit_count
1544979315,아무것도 모르는 금붕어,주긴다,2025-04-08,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 데이트, 연인・배우자",음식이 맛있어요,10,1
1544979315,lovedidcjs31,맛잇고 깔끔해요!!감사합니다,2025-04-07,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 데이트, 연인・배우자",친절해요,22,1
1544979315,우리조카강아지이름은밀크,세트메뉴 가성비 정말 좋아요 기본 반찬 특히 깍두기가 너무 맛있어요 강추입니다!!,2025-04-06,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 친목, 친구",음식이 맛있어요,26,1
1544979315,부38,맛있어요 ~~,2025-04-06,"아침에 방문, 예약 없이 이용, 대기 시간 바로 입장, 친목, 친구",음식이 맛있어요,25,1
1544979315,h99****,백순대와 볶음밥 맛있어요....배달시켜먹었을때 맛있어서 방문해서 먹었습니다!!또방문할게요^^,2025-04-05,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 가족모임, 연인・배우자, 친척・형제",음식이 맛있어요,25,1
1544979315,cbg9898,맛있어요~,2025-04-05,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 데이트, 연인・배우자",음식이 맛있어요,7,1
1544979315,아오달아,백순대 처음 먹는데 맛있어요.국밥도 얼큰하고 좋습니다~!,2025-04-05,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 데이트, 연인・배우자",음식이 맛있어요,19,1
1544979315,도비는 자유566,고기 잡내도적구 김치랑 깍두기가 정말정말 맛있어요 !!!!반찬 부족해서 퍼다 먹으려고 하는데 직원분이 반찬 가져다줘서 편하게 먹었어요,2025-04-03,"아침에 방문, 예약 없이 이용, 대기 시간 바로 입장, 일상, 혼자",음식이 맛있어요,1,1
1544979315,chl****,친구가 집에 놀러와서 포장으로 먹었어요. 자주 배달시키는데 오늘도 만족입니다.,2025-04-02,"저녁에 방문, 예약 후 이용, 대기 시간 바로 입장, 친목, 친구",가성비가 좋아요,163,1
1544979315,헉핀,백순대 처음 먹어봤는데 들깨가 잔뜩 들어가 고소하면서 맛있었습니다!,2025-04-01,"점심에 방문, 예약 후 이용, 대기 시간 바로 입장",음식이 맛있어요,417,1
