place_id,nickname,content,date,situations,keywords,review_count,visit_count
19866704,sso****,"9시20분부터 9시50분마감이라고 더 시키실거 없으면 결제부터 하라고 큰소리로 테이블마다 결제먼저하라심, 20분에 소주 하나 더 추가해서 결제함 50분에 나가야 한다고 함 ㅇㅋ하거 먹는데 40분부터 나가달라거 큰소리치고 다니심 상당히 불편했음",2025-04-09,"저녁에 방문, 예약 없이 이용, 대기 시간 10분 이내, 친목, 친구",,47,1
19866704,VAN93,믿고 먹는 유림 입니다증미산에 있을때 자주 먹었는데이전하고 첫 방문 이었습니다토종닭이라 4명이서 먹어도 충분합니다둘이라서 먹기전에  반 덜어서 포장해두고맛있게 먹고 밥 무조건 볶아 먹어야 합니다절대 꼭 이요비싼것 같지만 절대 제 값하는 유림 입니다강서구에 한줄기 빛유 to the 림사랑합니다,2025-04-07,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 비즈니스, 지인・동료",음식이 맛있어요,1382,1
19866704,kimjiheea64,포장해와서 먹었는데 보통맛도 맵긴해요그래도 맛있어요,2025-04-06,"점심에 방문, 포장·배달 이용, 대기 시간 바로 입장, 가족모임, 혼자",음식이 맛있어요,1101,1
19866704,heeya64,진짜 너무너무너무 맛있어요 ㅠㅠ 엉엉근처 볼일 잇으면 무조건 포장해 와요 ㅋㅋㅋ,2025-04-05,"점심에 방문, 포장·배달 이용",음식이 맛있어요,1044,1
19866704,blu****,맛은 괜찮습니다. (굵은 고춧가루도 호불후 있을듯이요.) 그러나 재방문 의사는 없습니다. 처음에만 그런줄알았는데 마지막 볶은밥도 냄비를 그냥 탁! 많은 걸 바라지는 않지만 내돈 주고 이런 곳을??계산할때도 폰보시면서 계산 하시던데 위에부터 직원까지 하시는 행동들이 맛대비 두번가고 싶지는 않네요.,2025-04-03,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 일상, 친척・형제",음식이 맛있어요,1113,1
19866704,두부맘잉,음식은 정말 맛있는데 직원이 엄청 불친절 했어요반찬 추가 리필도 늦게 가져다주고 직접 받으러 가니기다리라고 오히려 큰소리 치시네요 ㅠㅠ기분 좋게 가족식사 하러 왔고 식사도 정말 맛있게 먹었지만 직원응대가 많이 아쉽습니다;;,2025-03-30,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 친목, 부모님, 친척・형제",음식이 맛있어요,147,1
19866704,yej****,"음식은 괜찮았지만, 접객 태도에서 매우 불쾌한 경험을 했습니다.2시간 넘게 식사하고 있었더니 아무런 사전 고지도 없이 종업원이 와서 “2시간이 넘었으니 나가달라”고 하더군요.시간 제한이 있다면 입장 시 안내하거나, 메뉴판이나 테이블 등에 명시하는 게 기본 아닌가요?어디에도 그런 안내는 없었고, 말 한마디 들은 적도 없습니다.계산하면서 “앞으로는 미리 고지해주셨으면 좋겠다”고 말씀드렸더니, “모든 손님에게 일일이 안내는 어렵다”는 답만 돌아왔습니다.애초에 고지도 없이 나가달라는 건 무례한 행동이고,그걸 지적했을 때 아무런 책임감 없이 변명으로 일관하는 태도에서 이곳의 마인드를 알 수 있었습니다.맛보다 사람을 더 오래 기억하게 만드는 가게네요.",2025-03-29,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 가족모임, 부모님",음식이 맛있어요,31,1
19866704,잔다르38,구 유림 닭도리탕 분위기도 맛이 그립네요ㅠㅠ새로운 곳은 넓고 깨끗하지만 맛이 너무 많이변했어요 비유를 하자면 백종원맛 설탕을 너무 많이 넣어단맛이 강해서 떡복이 맛에 가까웠고 매장은 공사를 잘 못한건지 사람들 말소리가 너무 크게 울리며 시끄러웠어요단맛을 조금 줄이면 훨신 좋을것 같은데1년치 설탕 한번에 먹은듯 속이 불편했네요ㅠㅠ,2025-03-29,"저녁에 방문, 예약 없이 이용, 대기 시간 바로 입장, 회식, 지인・동료",매장이 넓어요,1608,1
19866704,테달이,생각보다 고기양은 많지 않은것같아요~그래도 맛있게 먹었습니담보통맛을 신라면 정도로 생각하시면 안되고 불닭정도로 생각하시면 될것같아요!,2025-03-29,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 데이트, 연인・배우자",음식이 맛있어요,188,1
19866704,san****,,2025-03-23,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 일상, 연인・배우자",음식이 맛있어요,1692,2
19866704,코코넛스무디,"토종닭으로 만들어서 살도 쫄깃하고 맛있어요. 닭비린내도 안 나고 좋아요. 국물은 너무나 잘 아는 입에 짝짝 붙는 맛 ㅋ 예전엔 찰밥이 짭짤하고 약간 닭육수로 만들어서 감칠맛 죽였던 같았는데 이번엔 그냥 떡같은 밥... 기억조작인지 뭔지 저도 혼돈,, 룸도 아니었는데 직원분들이 넘 신경 안 써주시더라고요. 음료 잘못 갖다 주셨는데 불러도 대답 없고.. 밥 추가하려는데 안 오시구... 방치된 채 밥 먹고 왔어요 👍",2025-03-20,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 일상, 부모님",음식이 맛있어요,525,1
19866704,jheonii,음식은 맛있지만 불친절합니다가스 없어서 교체해달라니까 의자 뒤에있다면서 있는지도 몰랐는데!ㅋㅋㅋㅋ  가스 갈아주는것도 되게 투덜거리면서 말씀하시더라구요예약하는데도 직원끼리 말도 다르고 마무리 밥 먹는중이었는데 빨리 나가라는 식으로 말해서 좀 그랬네영,2025-03-15,"저녁에 방문, 예약 후 이용, 대기 시간 바로 입장, 친목, 친구",,45,1
19866704,에이스7482,"🇰🇷닭도리탕 대표맛집! 정말 맛있어요ㅋ 동치미,감자조림도 일품입니다 토종닭이라 고기두 실하네요ㅎ",2025-03-12,"점심에 방문, 예약 없이 이용, 대기 시간 10분 이내",음식이 맛있어요,724,2
19866704,뇽이슐랭,"포장해와서 먹었는데,,후추맛이 가득하고 ㅠ공사 전이랑 맛이 달라진 느낌이에오(?)🤷‍♀️잘 먹긴 했어요!!😞",2025-03-11,"저녁에 방문, 포장·배달 이용, 대기 시간 바로 입장, 친목",음식이 맛있어요,816,1
